"resultDate","ipAddress","country","region","city","latitude","longitude","serverName","serverSponsor","browserName","browserVersion","userAgent","ispName","ispNameRaw","OS","download (Kbps)","upload (Kbps)","latency (ms)","jitter","testId"
"2019-05-09T17:23:27.000Z","173.135.*.*","United States","Oregon","Portland",45.533,-122.683,"Tacoma, WA","Sprint","Chrome","74.0.3729.131","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36","Sprint","Sprint PCS","OS X 10.14.4","38080.00","14616.00",29,8,"1343bc10-727f-11e9-b920-bbf02ee0f364"
